topic_id;post_number;messages
1941;1293; Quote: 2315eab6dabe4510: I have said since the beginning that the person sexually harassed me. they openly bragged about hacking me and ****ing with my account because I refused to give them a cam show.I wouldn't post any information on here regarding contacting the police, because that is negative to a case. Tampering with evidence if you will. IF the person who has bragged to myself and others about hacking me is reading this thread and I was like YO I SUBMITTED A POLICE REPORT, HERE IT IS he could easily take steps to remove evidence that the police might otherwise be able to obtain. this isn't about proving myself to you guys, it's about protecting my own safety. Don't ask me to put my own safety at risk just so you can see a piece of paper and judge me more about/for it. Bull****. Are you a compulsive liar in person too, or just on the internet? I'm done with this now. I'm not going to call you what I want to call you on the .01% miracle that you're telling the truth but, if you're really lying about being sexually assaulted to get some runes back in LoL, you're pretty much sub-human. Trivializing people who have been really sexually assaulted is one of the lowest things a person can do and to do it over something so petty... I just can't even fathom it.Goodbye. 
1941;1316; Quote: ce3646e74692a267: Bull****. Are you a compulsive liar in person too, or just on the internet? I'm done with this now. I'm not going to call you what I want to call you on the .01% miracle that you're telling the truth but, if you're really lying about being sexually assaulted to get some runes back in LoL, you're pretty much sub-human. Trivializing people who have been really sexually assaulted is one of the lowest things a person can do and to do it over something so petty... I just can't even fathom it.Goodbye. And yet here you are trivializing OP by claiming she's pretty much sub-human..I wonder how you'd actually react if you figured out this was all actually true. Honestly? You could be classified as just as bad as her if she were lying. Assuming she's lying and then calling her sub-human because of it (seriously, what if she isn't lying? Really take into account the things you are ****ing saying man..) pretty much marks you as a complete jerk.Her story is pretty darn believable if you were to ask me, like seriously what else does she have to do to prove all of this? I had a similar experience to hers a bit ago so I can see where she's coming from though.I can't even bring myself to fathom all of the hate in this community sometimes. Is empathy not a thing here or what?somad. 
1941;1345; Quote: 5526e10cf34308c2: You do realize that she blatantly admitted to breaking the TOS by sharing her account? After that happens, she has no credibility or can make a case by saying that she has been hacked because after that who knows what the person she shared with could have done with the information? I highly doubt, HIGHLY DOUBT, that if someone did hack into her router and remotely accessed her computer that all they would do is just screw up her rune pages and delete her friends on League of Legends, it sounds so unrealistic because they could have and should have taken personal information from her computer as well and done many things with it, but instead its just her League of Legends game that got hit by an isolated hack? I have little to no belief that someone would go through all of that trouble of committing a federal crime of hacking internet routers to just screw up someone's game. NO WAY SHE LET SOMEONE ON HER ACCOUNT AND THEN MONTHS LATER SHE GETS HACKED [ BY NOT THE PERSON WHO WAS ALLOWED TO USE IT] BUT BECAUSE SHE LET SOMEONE USE HER ACCOUNT SHE CAN'T GET SUPPORT Do you realize how dumb you and everyone else sharing this ToS violation, therefore no support view sounds like 
1941;1346; Quote: 4bdd06254736cccb: It's called extortion and the dude probably wanted something real, something that would make him satisfied. It's probably his fetish, or something like that. You have no right saying that this isn't real. OH shut the fak up dude lol. This story is OBVIOUSLY BS. How ignorant must one be to actually fall for this pathetic story, seriously... This is the internet and nobody gives a **** THAT much about pulling someones strings in this manner on a video game. There are more valuable things to hack then some 15 year old girls computer. Extortion LOL. You think that this girl has valuable **** on that PC? Hackers would much rather spend their time hacking a PC or a company that will help them financially. There is nothing to gain from messing up someones runes. Oh wait you are right extortion, he gained so much from ruining runes. Damn people now know the secrets to becoming filthy rich, hack LoL players and mess up their runes! If this guy had really hacked that pc then I doubt riot would have ignored her request and i doubt she would have been able to keep that account with just messed up runes. Like i said I don't believe you people understand the amount of work that needs to be put into hacking an account. Tell you something, messing up runes isn't one. If this was in fact for extortion that account would have been gone and sold with runes in tact. 
1941;1381; Quote: c98ef243292c4c8c: You sir, are more ignorant than ANYONE I have ever met. That's like saying all sexual harassment is a joke because porn sites fill the gap. No it isn't a ****ing joke, it's very real. Just because no one is doing it to you, doesn't mean it's fake. In fact, most of sexual harassment is ONLINE. This game IS filled with it. I and several of my girl friends have experienced it. Please do not comment on a serious matter with your pitiful ignorance. OH hush tha fak up dude LOL. It's the internet, people are being harassed 24/7 men and woman. Verbal abuse is going on all the damn time. It has no real impact, they are simply words. You are just way to sensitive and because of that maybe you shouldn't be on the internet. Or how about you just don't get on the internet if you are this vulnerable to insults. Can't stand the heat then GTFO it's as simple as that. You missed my point completely you ignorant ****. Point is no one person is going to spend countless hours or even days hacking someone on League of Legends because that person didnt' show a few naked pics when there is internet to fill that gap. Need to get off on naked girls, get on a porn site. Seems to me that you have no idea what i actually said and blew my comment out of proportion. Just stop being stupid for a moment and actually let the idea resonate into your tiny little nut sized brain, ******. All you did is just picked apart 3 words and created your own scenario. Learn to comprehend before making sucha ignorant post dumb ass. 
1941;1404; Quote: 3c29b0e0e7dc1781: OH hush tha fak up dude LOL. It's the internet, people are being harassed 24/7 men and woman. Verbal abuse is going on all the damn time. It has no real impact, they are simply words. You are just way to sensitive and because of that maybe you shouldn't be on the internet. Or how about you just don't get on the internet if you are this vulnerable to insults. Can't stand the heat then GTFO it's as simple as that. You missed my point completely you ignorant ****. Point is no one person is going to spend countless hours or even days hacking someone on League of Legends because that person didnt' show a few naked pics when there is internet to fill that gap. Need to get off on naked girls, get on a porn site. Seems to me that you have no idea what i actually said and blew my comment out of proportion. Just stop being stupid for a moment and actually let the idea resonate into your tiny little nut sized brain, ******. All you did is just picked apart 3 words and created your own scenario. Learn to comprehend before making sucha ignorant post dumb ass. Listen twit, it happens to many girls. A lot of pitiful guys such as yourself harasses women for days, even months JUST because the girl didn't show nudes. They will hack them if they can, they will harass them continually, and make them feel like Hell. YOU are wrong. There are a lot of ignorant people like you, and very many obsessed stalkers, like the one that 2315eab6dabe4510 has had. So shut your mouth and stop commenting on something you know nothing about. Stupid people make me sad. Tears are strong right now because of your dumbass posts. GG. 
1941;1421; Quote: 881a1644028cff5b: Why is this thread still open? Because OP is such a whiney baby. If they close this thread it will only legitimize his complaints. If they close this, guaranteed there will be a 150 page long thread going on about the injustices of the original thread being closed. 
1941;1429; Quote: c98ef243292c4c8c: Listen twit, it happens to many girls. A lot of pitiful guys such as yourself harasses women for days, even months JUST because the girl didn't show nudes. They will hack them if they can, they will harass them continually, and make them feel like Hell. YOU are wrong. There are a lot of ignorant people like you, and very many obsessed stalkers, like the one that 2315eab6dabe4510 has had. So shut your mouth and stop commenting on something you know nothing about. Stupid people make me sad. Tears are strong right now because of your dumbass posts. GG. Get off your high horse you stuck up freak. You nor any girl with that attitude would gain my attention you stupid spoiled brat. Think girls are the only people here getting hurrassed? No. I'll tell you what the problem is. the problem is you got no reason to be on the forums if all we will hear from you is X talked about me in this manner mahhhhhhh. And quite frankly I can't imagine you gaining much respect from most men in real life with your ****, ass, whinny attitude. Most guys will run as fast as possible to the opposite direction just to avoid girls like you. So stop the bull **** with oh men hurrass me all the time, blah, blah, blah! shinanigans cause it's getting old. On top of this you make it seem like there has never been a case where a girl claims some dude raped her and hurrassed her for the benefit of gaining money. The amount of times ive heard this on the news I can't even keep count. This story doesn't add up and even riot made a post about how she was lying about specific posts then you want US to believe everything she is telling? I'm sorry cupcake but we aren't all that guillable and if you want to take in every bit of information any person feeds you then that is fine but don't hang people and play the victim roll for making a logical judgment call. 
1941;1443; Quote: 2315eab6dabe4510: Yeah, and it's difficult to prove a lot of things through the internet. At least I'm trying to give you guys evidence to back up my side of the case. Yet you all believe Riot because a shiny red name said something vague implying that I was wrong and he was right. I mean, you can pick whatever side you want, that's your right and I don't really care either way. But you can't argue that I have no proof when Riot hasn't given you anything at all, and I've at least /tried/. You were the one saying Riot's support is terrible and wanted to get special treatment publicly. But hey it's not like you did anything wrong, right? It's totally not like you should be begging for Rito's forgiveness and mercy instead of being a cockmongler, OP. 
1941;1486;u stupid noob u deserved it
2027;34; Quote: e862accf253c0b12: It's 9pm and you are publicly speculating about women in a video game on an internet forum. Fact. (I'd normally be nice, but you do spam the forum a lot) The queen of trolls have spoken, fact. 
2027;41; Quote: e862accf253c0b12: It's 9pm and you are publicly speculating about women in a video game on an internet forum. Fact. (I'd normally be nice, but you do spam the forum a lot) umad fgt? 
2027;98;e862accf253c0b12 is such a k0ol forum troll@@ le trell never forgive or forget 440 crystal weed blze it 9gag army XDXD
2027;132; Quote: 592c5c6e20c7dddb: Incorrectly* uses whom. --- So troll... L o L... 3 3 3 
2027;168; Quote: e862accf253c0b12: It's 9pm and you are publicly speculating about women in a video game on an internet forum. Fact. (I'd normally be nice, but you do spam the forum a lot) Why does everyone like e862accf253c0b12 when he's such a cockmuncher? 
2027;172; Quote: e862accf253c0b12: It's 9pm and you are publicly speculating about women in a video game on an internet forum. Fact. (I'd normally be nice, but you do spam the forum a lot) stfu nerd 
2481;172; Quote: 38506e4bf8728885: I... wasn't banned from anything. I'm very confused. well maybe you shouldn't have tried to be a dick to others? rito doesn't like flamers 
2577;57; Quote: 4a13dc685e1c5b34: bystander effect carrying on bastard effect **** you 
2577;74; Quote: 7675dc6ba65a0451: fa8614338588975c please.The difference is that you're not a real planet. /3i hate u a3d5b41b4d0f5053 
2577;96; Quote: c4c9b0655ffd3c61: Maybe you should stop crashing and start splashing. omg u suk 
2577;141; 32e01a76e6d5f1fe being a faggotAnd literally no one was surprised forever 
